id	name	followers	popularity	genres
2qW0CNnmvdEQwiabdareHi	Paolo Fresu	43833	51	['contemporary jazz', 'italian contemporary jazz', 'italian jazz', 'jazz fusion', 'jazz trumpet', 'vocal jazz']
56nH4qbcwdaa97oOxqMwYZ	Yash	29	31	[]
57xaBKepmdqQ6BjXkiHa4B	LYZZA	10042	32	['deconstructed club', 'escape room', 'hyperpop', 'trap queen']
3vcY5vaGqSQF6UA9N2iC4L	Mees Salomé	11145	43	['deep techno']
3gq3IRuBKSmyBbGXwfagj4	The Shadowboxers	26794	46	[]
7KSmKUr3XDfTEvE4P2ADsV	Blueprint	343	23	[]
68xJjwAFcVSDmF9vTlnqi8	Old Town School of Folk Music	7999	48	["children's folk", "children's music", 'kindie rock', "preschool children's music"]
5itdSz26wZC57bo3dhQTPq	Tempa T	58631	44	['grime']
1V6rvT87qMQvo6HAixjlpY	Ayo Jay	75053	56	['afropop', 'dancehall', 'nigerian hip hop']
0KHNqBQFBSJSTDRfvPfCbo	Duncan Fellows	18402	43	['austindie']
5JDw5ZB3Br9wCkUjvf91Zp	Chris Spies	9	19	[]
2gJLanGIV9JqQuKBCWy9ZG	Peppa Pig	57328	60	["british children's music", 'cartoon', "children's music"]
0pNjQDSNKLgvRkFO99TNHC	Martin Circus	1565	31	[]
12qS7lypMdpvASeNnFXtmN	Hoops	33531	41	['indie garage rock']
2v2TVDl1P2YDSy9jXntWFt	Lewis Nash	682	31	['contemporary post-bop', 'jazz drums']
5eDzrKBgV4C8kovSd9vup9	Rain In Spain	54	55	['rain']
1e6BRnFiiwNZl04xu1yqmi	Stephen Oremus	505	51	[]
5p6H6NoqsMesY9ZvMBg1tu	Simón Bolívar Symphony Orchestra Of Venezuela	4218	39	['orchestra']
6bETcPKjsI4UE4ZMHtcZCh	Dominica	2016	45	[]
5hAhrnb0Ch4ODwWu4tsbpi	Yo La Tengo	386379	60	['alternative rock', 'anti-folk', 'art pop', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'lo-fi', 'new jersey indie', 'noise pop', 'permanent wave']
4NqPFFq0krnSJjs6vRN2HU	Vardis	3377	12	['nwobhm']
7qPOkYUtyBbee1lWuecI3C	ROOM7	274	46	['chill out']
3MjRrLK3oWzDniKxjbKPYm	Gabe Witcher	212	33	[]
2yrbLiuBmc9j81lTX3XUuI	The Jacksons	1170646	65	['disco', 'funk', 'motown', 'quiet storm', 'soul']
4skJp5OKvcc9eKokiuhi2s	Pond	267229	57	['indie rock', 'neo-psychedelic']
0OcclcP5o8VKH2TRqSY2A7	Howard Shore	360402	69	['canadian classical', 'canadian soundtrack', 'middle earth', 'scorecore', 'soundtrack', 'video game music']
7vRtxQT9nKIPHA36iDrCul	Yelena Eckemoff	947	31	['modern jazz piano']
1el0ImlpL5kq6eAHoodvOU	Louie Bellson	2151	13	['jazz drums']
6vjCIhbLklvyaDBgCcpH57	Fences	41864	40	[]
2gPnIquy3p7SSbW0rRwDdX	Crook Brown	70	26	[]
5t8tQRTRMQFxAPCiYMR694	SUMR CAMP	7253	43	['bass house']
5WcisvYoq6332gCUX039Jd	We Are Messengers	156312	57	['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']
7hKJYQtmuy2g7QAp5dmTle	Daniel Fredriksson	38	37	[]
34ScNK2ccDxZim8TVcqWXT	Ambient Solle	1835	38	['chill beats', 'chill out']
2Kg6QagAYT2ttYNxWnlADj	Kevin Duncan	269	26	['christmas instrumental']
3PhoLpVuITZKcymswpck5b	Elton John	7559089	86	['glam rock', 'mellow gold', 'piano rock']
1uU7g3DNSbsu0QjSEqZtEd	Masked Wolf	382613	81	['australian hip hop']
7B55XT7tPKevTZZh9kwpNB	Ivo Janssen	953	27	['dutch classical piano']
4BuHGiGgKtUUHqthu6Ze5x	Sam Rivera	11062	47	[]
5q4275hgJQNhdOZtMQhQp8	John Williams	684	16	[]
43mqLxmV66EPxKpi9YLI4u	Teejay3k	37508	54	['florida rap']
4xcDVatLFh6qlcm41er3LV	Jerome	45008	68	['german house', 'partyschlager']
0iWYVqttWtHgvLh6xq4Yq4	Royal Northern College Of Music Wind Orchestra	405	28	['wind symphony']
0iSv9ZRAjpDv5ma3JCPM2q	Anna McGarrigle	339	28	['auteur-compositeur-interprete quebecois']
48sLioddyaXkuhyHXSkpsB	Parson James	54259	64	['pop soul']
2XVJkKNBPA834yV4NKISBw	Southside Trio	200	48	[]
4TZieE5978SbTInJswaay2	Grace Ives	10301	38	['experimental indie']
28fqMVnyMpJaJ6XGTTIW4Y	John South	297	27	['relaxative']
3UZbyz0QMCgygRaBh7dEEa	Paul Jarret	122	19	[]
6L3Af26OWMQw1uHTcxTVxP	Plastiscines	11502	26	['french garage rock']
0AdjzZxHJ4MfbImx2rD0Df	Pj Sin Suela	45942	61	['reggae en espanol']
1FF7wG3PnqUXBsLBIY3fVt	DWNTWN	20404	33	['gauze pop', 'indie poptimism', 'la indie', 'shimmer pop', 'vapor pop']
06o1ocMKMo2ww6ku48oXtT	Aura Dope	20	11	[]
5au2vhHl8DViD9PUxUZBTb	Middle Brother	41927	41	['deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'roots rock', 'stomp and holler']
5Hr53UjzhLt2qU7XL7OFh8	John Garcia	21709	34	['palm desert scene', 'retro metal', 'stoner metal', 'stoner rock']
5lR7yDVN4z9kahOiUSlMhe	The King's Singers	52180	46	['a cappella', 'british choir', 'cambridge choir', 'choral', 'polyphony', 'vocal ensemble']
41yEdWozNYEzA2RfgYQHgr	CJ Fly	73657	55	['underground hip hop']
6PE8Ppk9H0TScbZEoLD0z1	Kaua Correia	227	53	['sleep']
1qC3LsWlbrRCPVRooOX81u	Arvingarna	61558	57	['classic swedish pop', 'dansband', 'danspunk', 'swedish pop']
4si18qS80CBDvSo59qthZJ	Sampology	3374	37	[]
704DIefNMcQhJs0ElxjpRb	Sophie Madeleine	4709	26	['british singer-songwriter']
1ZvS2mDLQAeKVf3Ox47Ham	Vance George	42	22	[]
78WuEMowTzfY98hulGZdgZ	Téhu	49	16	[]
4Dm0GLofT1SXf6N3g4UAvM	JENNY VOSS	393	52	[]
5hO610eZdaKyNxoLG7Rfw2	Benjamin Sheperd	17	20	[]
1sHhg4HYgwBDLcrxDkaROo	Antonio Marcenò	7	10	[]
0pXt4sMs2oRnt528LTYgyd	Hezekiah Walker	349199	52	['gospel']
5sEocv1pFst7o3pam69obY	Marilyn Monroe	142149	48	['adult standards', 'vintage hollywood']
0N3AcLTAS3vcx93PxN2Agb	Major League Djz	173066	50	['afro soul', 'south african pop']
5XMVfR85CUqujqUkN9c9VQ	Time, The Valuator	25590	42	['djent', 'german metalcore']
31Xf3cuuJ63CRNoxbW3rdu	Jim Junior	261	35	[]
3RosuARXNIOfNYoJXR7fzA	Tobias Jesso Jr.	50206	41	['beatlesque']
21c1PU3FDMEteSVpYnuOYD	Ciaran McCabe	62	34	[]
2Vz3AN2wY3xjS2jCaGMVsy	Little Green Cars	59308	41	['irish rock', 'melancholia', 'metropopolis', 'shimmer pop', 'shiver pop', 'stomp and holler']
0RKsF1pa3v0hhEeJbt5AxV	Johnny Coles	1613	20	['hard bop', 'jazz trumpet']
2XsuhVDJpc5DXDcF75LtPH	Miriam Cutler	181	15	['lds']
5jSyEHI4tPkBgp84luyqpO	Munich Philharmonic Orchestra	5231	42	['classical performance', 'german orchestra', 'orchestra']
1xgFexIwrf2QjbU0buCNnp	The Breeders	312729	57	['alternative pop', 'alternative rock', 'art rock', 'boston rock', 'dayton indie', 'dream pop', 'indie rock', 'lilith', 'post-punk', 'rock']
2Uh4UmiQhrrElbrvJVH0dT	Brooklyn Dreams	572	34	['deep disco', 'deep soft rock']
51iQEVj0SBCQZJVrNli23R	Knee Deep	2516	42	['deep house']
59xol4VJ5T58RiIgiMFKR8	Goudo J	37	41	['chill out']
17j88abqR4MyfsNUEJJXTD	Tali Morgulis	4	2	['brazilian classical piano']
3PuFRmjqIdaGu1yDtyCKbb	Jared	77	37	[]
1TZG0boEXBMRfxjj1nH6TM	Sayulita	61	57	['sleep']
6QSwQEz8CDMg8Rqk8dEkxS	Mathame	68036	53	['italian techno']
42TwJzIZt9eGsG1njt7wET	push baby	20077	47	['uk pop']
2SdcyCKXwjtQJymVLGyBlx	Jamis	3023	40	['big room']
2CnhqfjUG0qzsru0SMuhrk	Title Fight	166391	55	['alternative emo', 'dreamo', 'emo', 'grungegaze', 'indie punk', 'melodic hardcore', 'pop punk']
0VzF0TRE4XHQiTqDrEmvW1	Anne Queffélec	7884	45	['classical piano', 'french classical piano']
7tAIxlT8CE5epymUoZJUgi	Asmik Grigorian	604	11	[]
0iuYfd0EWw6Itf957PU5U2	Dead Eyes	4152	34	['gymcore', 'post-screamo']
26VEPCGAYB9OClQodb0OR1	Tiera	4293	57	['contemporary country', 'country pop']
196lKsA13K3keVXMDFK66q	The Avett Brothers	883335	66	['indie folk', 'indie pop', 'new americana', 'north carolina indie', 'north carolina roots', 'pop rock', 'progressive bluegrass', 'roots rock', 'stomp and holler']
4PDpGtF16XpqvXxsrFwQnN	Thelonious Monk	504587	57	['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz piano']
7tGFPYtcRKqkiEYu9ryCcl	Osoku	3051	39	[]
7yVrX2XZQ8eaRiD1ykz0H7	Phil Lynott	54434	51	['irish rock']
1aXW72EBb24vfYA2FnhDf2	Steve Dawson	1289	21	['instrumental bluegrass']
51Mb7I2woAMIK6DOiMlfuy	Yani Martelly	4469	31	['kompa']
3YUrEElXpqiPSbffh9XXZd	Rogue Traders	23289	42	['australian dance', 'australian pop', 'dance rock']
3u8tUhDhqNoF6jRPEFnKNF	Szigeti Juli	167	33	[]
7nthWt9cK9kpuHkFlISVT6	Acoustic Soul	928	31	[]
5mE7YYrMNSHnSSXv8BEqOW	Ripple Tone	7	32	[]
5yrRKsP3SFyXoUWZXAHNsP	Per Tengstrand	191	7	['nordic classical piano']
7H92g6n1BvyzvQwaERZKZl	Goblin	42307	36	['horror synth', 'italian progressive rock', 'vintage italian soundtrack']
0FcC38n7nTB9YS1xhFOKDX	Savannah Outen	51334	47	['channel pop', 'post-teen pop', 'viral pop']
2OfIB3yNJjX3AElLJnz8am	Courtney Pine	9025	36	['british jazz', 'jazz saxophone']
6q1sTU51oryTTcWTPTd0VC	BEGE	463578	67	['turkce drill', 'turkish hip hop', 'turkish trap', 'turkish trap pop']
5B0OyK2i2akNMaYj3voQ3j	Nachtblut	21331	42	['gothic black metal', 'medieval rock', 'neue deutsche harte']
4njdEjTnLfcGImKZu1iSrz	AWOLNATION	1975162	68	['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']
0ryF1Gy87xVCOF0Jb666ak	Dean Brody	126887	61	['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']
7hA3k0nbR7qQhE6LrbdQrI	Personal Trainer	986	27	['bedroom pop']
6cZwAByKmb7tZhpHTLdU8b	Leo Nucci	3836	32	['classical baritone', 'italian baritone', 'opera']
3TUwSkxdDCLxwj08Oj9wsp	Gordan Nikolić	169	28	[]
3daM7asS0gCFvyLemNx2EE	The Romantics	266434	60	['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock', 'synthpop']
34bZqO84T0Z4JOJqgbPMdF	Greenice	1524	24	[]
68bFmMmumjz0ig4CCNeoLZ	Gabriel Sellier	0	3	[]
7d7q5Y1p2QWS4QRAhTQR5E	Anne Murray	437245	61	['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']
1CwqAnNZyIYqC7SWpTUpwk	Armen Paul	2816	56	[]
44gg6tVRVzjoLVJlF4G3x0	Frizzo	2766	42	[]
7cTXfwpe9peK0UE1bZyIWZ	Pinkfong	119934	70	['cartoon', "children's music", 'dong-yo']
430byzy0c5bPn5opiu0SRd	Edward Elgar	132216	59	['british modern classical', 'classical', 'late romantic era', 'victorian britain']
6Yuow6YoiBaVPFNjZ5BQi7	Green River Ordinance	43848	43	['acoustic pop', 'fort worth indie', 'indiecoustica', 'neo mellow', 'pop rock']
4UpaWG799gLccPzyPozzpo	Danny Pratt	632	33	[]
2qgvmDsc4jrqbAbjq1HGM2	Rodney Atkins	1530844	68	['contemporary country', 'country', 'country road', 'modern country rock']
0x8J72N9ilqcIZbWEKB8T2	Mychael Danna	19792	52	['canadian soundtrack', 'scorecore', 'soundtrack']
4RddZ3iHvSpGV4dvATac9X	Papa Roach	3977594	77	['alternative metal', 'nu metal', 'rap metal', 'rap rock']
24Oiw7BlvO1BETecDLJt6m	Slaughter to Prevail	236491	65	['russian metal', 'russian metalcore', 'slamming deathcore']
1WK6PTezwqF9ckYPdy8jwU	Yin Elements	0	0	[]
76fO70b6BK2xt3UVOe4BIZ	Thug Life	636520	50	['gangster rap', 'hardcore hip hop', 'hip hop', 'rap']
28Bn2PxtmXD8UbBSM968Fp	Bertrand Chamayou	4707	53	['classical piano', 'french classical piano']
7pDJO8SaJGGhj8SxILieci	Kevin Puts	492	18	['21st century classical', 'american 21st century classical']
7EWU4FhUJM1sZQgQKdENeT	Hopsin	2031054	70	['conscious hip hop', 'hip hop', 'pop rap', 'rap']
3lPQ2Fk5JOwGWAF3ORFCqH	John Mellencamp	1124266	72	['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']
1yShtQaHjChbToQboKRzgH	ShockOne	44761	53	['australian dance', 'dancefloor dnb', 'drum and bass', 'electro house', 'jump up']
1FayrEV2WYTH8tzkxkWZzP	Fuse	2263	16	['modern chamber music']
3Q9WLyqkHw04V6DDtvPWwH	The Wild Reeds	49744	47	['deep new americana', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']
7uCNYKOeuyGcoxaP1Y095d	Yoandri	23941	50	[]
3twTbBoWfyBEeQ1zjO5sNY	YoungStunner	47	43	[]
2jGyU2e4Ge4dG6vszRG0WT	Richard Lewis	560	19	[]
1pK4DWtAsZ6KSlIPwijXvG	Bodom After Midnight	9371	34	['finnish metal']
5EQMhqNfNmnIIAgwQX1WZ7	Undercover	5226	40	['christian punk', 'hip house']
5dDn2NkprqEkypmRzyAtPt	Martin Gauffin	4740	48	['background music', 'focus']
5YwgJh6Sx2jIZ0NTqzYCDW	Sleep Waves	3627	52	['rain', 'sleep', 'water']
6vhyWw7hIpvfIY9tE94mzP	Computer Magic	23299	39	['chillwave', 'metropopolis']
7FYbeZiCZ6pRTx2fAbBW0H	Zhu Xiao-Mei	4085	35	['chinese classical performance', 'chinese classical piano', 'classical piano']
1ZrBGJWLL8NiAjgNifCy90	Smith & Thell	68110	66	['swedish pop']
4VUYXi3DM3kMe8ifsgz4vD	Daniel Müller-Schott/Robert Kulek	41	39	[]
4kWvX0IhUr9j3XAM8RITX0	Min Sosa	88	38	[]
1hQaXAeGO0y6sQYLqdfErE	Lucy Woodward	7306	33	[]
0xliTEbFfy5HQHvsTknTkX	Alphaville	538941	68	['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']
6CO3icJe86W5FK3U73zyyR	HOT-Q	3203	51	['brazilian edm']
1HMhQzj2QXxR40zGDdaK6y	Kojey Radical	66725	57	['uk alternative hip hop']
1oSkHs17GcB7QD5eyuZeJx	Bite Size Moments	1144	32	[]
4UxLFBvSr4xMDpHe1lrLrH	Ross Lynch	729234	64	['hollywood', 'pop', 'post-teen pop']
5t28BP42x2axFnqOOMg3CM	Five Finger Death Punch	4980382	79	['alternative metal', 'groove metal', 'nu metal']
3yoJOUgWeJEC81UoZhYIdd	Basixx	6439	50	['swedish tropical house']
2iSn12gFykgv92aTvPiH4s	HAUSER	145236	58	['classical cello']
1CQLPgGkfHrxNMqrXt5oWS	Robin Bengtsson	27588	47	['europop', 'eurovision', 'swedish idol pop', 'swedish pop']
7bXqujdpOq3rBiEmUF6M5k	Tassia Zappia	796	35	[]
7lDVEkjIURPMyUYwoQRrpw	Ryan Hurd	130731	69	['contemporary country', 'country pop']
73Zr2t8mHIMaq0qe4XUF15	Tylah Winyard	3226	30	[]
2YCK2P8zzKfyMWzEGboSwL	Achim Rikus	0	9	[]
0S7Zur2g8YhqlzqtlYStli	Television	268046	52	['alternative rock', 'art punk', 'art rock', 'experimental', 'indie rock', 'new wave', 'no wave', 'post-punk', 'protopunk', 'psychedelic rock', 'punk', 'punk blues']
3oKRxpszQKUjjaHz388fVA	Parcels	439969	68	['aussietronica', 'indie soul']
4TjR4K8rD5CqqqU59V6aGr	John Oates	41730	44	[]
356KdDxPATOYtRwDL6edO2	Peter Yorke	89	8	[]
6Hizgjo92FnMp8wGaRUNTn	Vertical Horizon	335080	57	['neo mellow', 'pop rock', 'post-grunge']
7MbjIv3XpMc2ciNcoWHFcS	Michael Wollny	11446	45	['contemporary jazz', 'german jazz']
6HUvBmbZkhq6uGfpRKZ1Zy	Top Cats	51589	45	['danspunk', 'varmland rock']
3fzRb5i8Wn7ao2KPDxEiTR	David Solomon	10100	52	[]
6okuPcUyAvSqDjhZAinDhY	Alexandre Dossin	171	21	['american classical piano']
6Fnr4z4XxrLyioZquy1WhO	DEAR-GOD	3474	32	[]
4aS7S2ESEryZfhTWcSgLXk	Maxxi Soundsystem	14241	34	['deep disco house']
3JGdmPNIbYKNEROazLwYHA	Fabio Bonizzoni	681	31	['harpsichord', 'historically informed performance']
3wnsAakCkhyU3yKQYMZmGo	David Ryan Harris	34438	40	['acoustic pop', 'neo mellow']
6J1tQCbBjDrdDqBYptHqX3	Holiday87	833	40	[]
3IOUX2zimWLnlS0kRyJQJq	Andreas Staier	4286	39	['classical performance', 'german classical piano', 'harpsichord', 'historical keyboard', 'historically informed performance']
3qBqW8kIRZbPxbSgAyP7ls	Alinka	932	35	['chicago house']
16fII77WGyUG8E5DTIW4EU	EXOA	1	38	[]
71lhIVHJ24x9hEcwFSWuOf	Onslaught	60288	39	['crossover thrash', 'death metal', 'metal', 'old school thrash', 'speed metal', 'thrash metal']
6AxHPycFTjxDROqK1pzsAE	Melo-X	3464	43	['soul flow']
39PhMWg1aAuuZcph0OXGu6	Deniz Koyu	92576	54	['edm', 'electro house', 'german techno', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'sky room']
0qzn5WRrlF1GhZi4Bf95Tz	Reivaj Ebol	10	47	[]
7LuYiSXiWs86rwWJjEEgB9	Mudhoney	196807	47	['alternative rock', 'grunge', 'punk', 'rock']
2tcoLkA9Hexz70Kuc1NTUl	Gradur	1396596	64	['francoton', 'french hip hop', 'pop urbaine', 'rap francais']
57yWL7vr0FiVOVqnh1gmOA	Thomas Harper	80	16	[]
13OiSfq8TINbHcI9X1BLAW	Igor Gerzina	508	22	['smooth saxophone']
27fNfGCHmbOY3bSDiSo7D3	Anson Kong 江𤒹生	1630	43	['cantopop']
3ajIuyxPMn88QDy3p6P6FB	Naturen	34	54	['rain']
0AJ9YvsEOnAqMB9Q15TfYQ	Nicola Fasano	6351	54	[]
0QU55IdOPz8w9ZKjvCKyxH	Alfonso X El Sabio	3807	31	['classical', 'early music', 'medieval', 'musica antigua']
1alyoRkSvs6MfBhq7lgY3Q	From Us	9	51	['sleep']
74p1xp9ykLc2z0r5Nl3W7J	Emdey	289	41	[]
74IYxnwsZ1xNeGIDDujtWr	Chris Hazelton's Boogaloo 7	1607	26	['instrumental funk']
2mIwIuVk0LJ3Yx1OF9oemI	Andy Gbormittah	328	27	[]
6QNbUrFd32f8tOVhm1pWEF	Joystick!	1577	27	['modern ska punk']
0hU5urLse5h1Z0b4zQkovL	Graveyard	167047	49	['modern blues rock', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'swedish stoner rock']
26C2AjqgMr5aDzj6Yp2ORz	Brent Cobb	69825	56	['indie folk', 'modern southern rock', 'new americana', 'roots americana']
37w38cCSGgKLdayTRjna4W	Mazzy Star	567073	66	['alternative rock', 'art pop', 'dream pop', 'melancholia', 'shoegaze', 'slowcore']
7lWXLanCRGVkiZxWZFDM9u	Reeko	8185	24	['minimal dub', 'spanish techno']
6TrUanZBSzLJ7uFGNdGL4Q	Beven Fonseca	95	32	[]
0DW7boyjvbaSP3OJ72sXgC	Al Stewart	186816	57	['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'symphonic rock']
7c6eQSFEfIt9rV3gh4cgtj	KAINA	12245	39	['bedroom soul']
50co4Is1HCEo8bhOyUWKpn	Young Thug	6407157	90	['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']
0S7eN9KAsbAaIZtFyCn1q1	Vwillz	4099	43	[]
51W0g0LWxUhysZgGxt7MLE	Mezmerized	1661	22	['slayer']
5cyLdqGfpPgg8uE1ZiCpwP	Benjamin Muralt	32	24	[]
7g9NeUQzyocyDUNRbTaqYu	Kiev Chamber Choir	3	34	[]
7m3cYjDlffT2RvkaRrJksn	WILL K	11872	53	['electro house', 'sky room']
5SxjKJ2HIg3dVQ427HYVHS	Bass Chaserz	10204	51	['hardstyle', 'nederlandse hardstyle', 'rawstyle']
1ElioVXkBXbxZHPg1J4amN	Bear In Heaven	27661	29	['brooklyn indie', 'chillwave', 'indietronica']
0EuRKXjfFpR0g2z4oai0w6	Marianna Pizzolato	1163	22	['classical mezzo-soprano']
3OmuR7XFXBig8yLeMSm9mU	Barry Mann	3613	37	['brill building pop', 'doo-wop', 'rock-and-roll']
1Lc7MsaYXFBRGJH7hhYApy	Nigel Robson	63	18	['classical tenor', 'historically informed performance']
06vEAqcicwoSBw85e8biJx	Rêve	453	41	[]
477tsxxnnHIlgh6oY6t9eq	Noah Cunane	3345	44	[]
4PjHNisXpQqSDXOJBFRK8p	The Federal Empire	21693	49	['indie poptimism', 'modern alternative rock']
4lET4bWdSD116tQndRZ96X	Fallen Oceans	556	38	[]
6PmHbKUXAKXNubgs1MnNbg	Philippe Garcia	36	28	[]
2xEm2V0agYeSKR0xBLzMxu	Mila Degray	309	23	[]
2bCjSlQoy2ySKKSyGMjKoE	Harlan D. Parker	8	13	[]
4FX5p8T76gw69sWyPbggCj	Charles Bolt	10328	55	['background music', 'background piano', 'calming instrumental', 'focus', 'neo-classical']
5TqtzZ1BGLizhpCxVfB0n8	DJ Pippi	3515	38	['chill lounge']
0x0UI85q7lIdGMEZsNH5fm	With Løve	1545	41	[]
3kzwYV3OCB010YfXMF0Avt	Alvvays	362249	61	['dreamo', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']
4xRbSPkcf7k6csMSV6vwAX	The Huntress and Holder of Hands	4942	27	['rhode island indie']
5Li0fvh4kEJOWbLYWfNrPr	Jon Christensen	1367	47	['jazz drums']
27IiEYV6p8fs5j8n39Pk1u	Aubrie Sellers	12406	42	['contemporary country', 'country pop']
5xoXMR6Y8PORwObvyND9ZE	Męskie Granie Orkiestra 2021	15542	62	['polish alternative', 'polish pop']
5yPzzu25VzEk8qrGTLIrE1	Young Nudy	695053	75	['hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']
1fSzW5cXBmquli5laFnoGY	Prophets Of Rage	350065	49	['conscious hip hop', 'political hip hop', 'rap metal', 'rap rock', 'supergroup']
0kqkulxBTv0YPpWssUxpfb	Lucas Riggio	1	29	[]
219XwJ3UTeVCOmQjfjWPus	Julian Prégardien	575	26	['classical tenor']
13vQloYd6mP7V1mVwKJwS2	Dave Matthews	294484	57	['pop rock']
5wZOrGWdg4hq7KIRMupJdI	Lone	71898	51	['bass music', 'downtempo', 'electronica', 'float house', 'future bass', 'future garage', 'intelligent dance music', 'lo-fi house', 'microhouse', 'wonky']
0epMHcfPfSyf4QArBZCxWX	Munich Radio Orchestra	1921	45	['german orchestra', 'orchestra', 'radio symphony']
5OpGhZTRce365l0GCjauha	The Dust Engineers	33	1	[]
4mbv0HeV0rHkSW9CqqANPT	Amber Ryann	1873	29	[]
28IUEhtz4D8xy7OKMXMkyK	Ocean Sounds FX	688	50	['shush', 'water']
36ikBJX6oQWWlgrXCock30	Lady Sovereign	42215	39	[]
4ihCM8I0fpWodgjo0mTlhZ	Malcolm McLaren	36617	46	['electro', 'new romantic', 'new wave', 'new wave pop', 'synthpop']
2yYkiWf3rovtdrvqiaLV1m	Rubi Rose	9	38	[]
2yT7X3Gg2S51DHz67FAYL6	SNAILS	124293	52	['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']
3w2I7PA6Gx8aD6IZMBJP20	Charles Daisey & Friends	17	45	['background jazz']
0VsU6iPTvo3KmiaYJr03wb	ELEL	5832	27	[]
0MCU2OpgnSB7rm5UPUMHgt	Cedarmont Kids	17818	56	["children's music", "preschool children's music", 'vbs']
5BC3lvcEEOqVrqMaPjYrgu	Soviet Soviet	87251	46	['dark post-punk', 'italian post punk', 'italogaze']
17lzZA2AlOHwCwFALHttmp	2 Chainz	6511824	83	['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']
2ozcTa5tl8qhSbhJKM60I5	Philippe Herreweghe	14096	50	['choral', 'classical performance', 'orchestral performance']
5AvObRY7SiwpkfcIIOqb4R	Rea Inarra	9	50	[]
5y4MciXJL9xyGtvnig6zAB	FRND CRCL	1251	28	[]
1nRfyHvAh1foLjOCa3hbv7	Throw The Fight	38458	48	['christian rock', 'gymcore', 'hard alternative', 'pixie', 'post-screamo']
7u5A0iJezviwan3g2BNQf8	Pablo Monte	991	31	['atmosphere', 'focus', 'relaxative']
60pOmdZFfpHQdN9QOnMJcP	Betsie Larkin	7770	42	['deep uplifting trance', 'vocal trance']
2ycnb8Er79LoH2AsR5ldjh	Pet Shop Boys	1256206	71	['art pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']
1x14jaR5xQ4RkVlYN48OlY	Valery Polyansky	272	34	[]
1SOubzv0uhrziEXbNLMUw9	Sundial	21328	48	['psychill']
69a1b61a56mJlx8iAUMBsY	Kurt Weill	15770	41	['austro-german modernism', 'classical', 'early modern classical']
7hgRzsQGjlm1zifNoigyB9	Roman GianArthur	17733	51	[]
69hGavzu5tphYU1EIY0yEg	Jafaris	10847	49	['irish hip hop']
5mUcc8OOP4RuzrupeGYwW5	Joe Armon-Jones	30992	45	['broken beat', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']
2vZKhHnei0yHajtmCx5aGp	Christopher Deane	39	16	['mallet']
33E3A9UvKfjQno9m6S5xwU	Penya	2786	30	['organic electronic']
79l0vgZYtIB6bDjQaTj2ix	Helen Watts	445	30	['classical contralto']
0YvhzvrLHLXVPLQddmDj3m	Paradise Sunset	129	39	[]
5lKx4FLD3nO1yczPdoIUdr	Lumiere	1377	22	[]
69Mj3u4FTUrpyeGNSIaU6F	The J. Geils Band	565199	63	['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']
3NptYnPBFtCemjoPPqkGwA	Max Agnas	200	24	[]
4QEyQYiRdLu1c6wzHyp0ds	Blissful Heaven	126	45	[]
6WH1V41LwGDGmlPUhSZLHO	Autechre	160579	47	['abstract', 'ambient', 'ambient techno', 'deep idm', 'drill and bass', 'drone', 'electro', 'electronica', 'experimental', 'fourth world', 'glitch', 'intelligent dance music', 'microhouse', 'ninja', 'outsider house', 'techno', 'uk experimental electronic']
6Kmh0ku7mhdSXDamQVaPea	Lorraine Prieur	0	0	[]
