id	name	followers	popularity	genres
6ZNxsFRXMi2yGGgOtVZsrr	Amber of Dirty Projectors	544	50	[]
7rwI5cbw9cUKFVul2rZMiZ	Jane Monheit	63606	47	['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']
7Hv1GlNkBy4muBAWYOlfpz	The Robertsons	4775	15	[]
6x33CmZWo2Ve4hxYl2Craq	Foghat	597333	58	['album rock', 'blues rock', 'british blues', 'classic rock', 'country rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']
15FyiY3ChN0QRspHIQYq0W	Dion	146542	62	['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly']
2SJQjeKXsMqPziotLsmEit	W24	27351	26	['k-pop boy group']
241MOvr69jR2U48FW5WbKv	Kris Barras Band	9468	31	['modern hard rock', 'nwocr']
6J2749jPHYhAZUq79rsNi0	Zwette	13891	61	['german house']
10n5lhNDoSMUHWLlnST1yw	Slade	259915	55	['album rock', 'art rock', 'blues rock', 'classic rock', 'glam rock', 'hard rock', 'pub rock']
5nhrH1JLtBXqhhliwceEI5	Promnite	6074	33	[]
7K4cef9h3NvU7Xb3BH7Ade	Michael Seyer	84194	51	['bedroom pop', 'indie garage rock']
5DTSjTb2jYT5D40f6MW3xJ	COLISION	301	21	[]
0g6VRF5TU1BM5FvK0yKyS2	French For Rabbits	14918	39	['nz folk', 'nz indie', 'wellington indie']
6C9KIoVCX27X8lFAIfRlfV	Giorgio Lamberti	48	21	[]
4XDJurjQCnWLlE7KLZCT9x	Samuel Barber	90188	53	['american modern classical', 'classical', 'early modern classical']
2jS7I1u7BpgWT9ssG62Zr1	Lisa Stansfield	520931	59	['british soul', 'disco', 'new wave pop', 'soft rock']
4ZwENj9UHL3ujCD3k7DfNH	VEXED	7678	36	['slayer', 'uk metalcore']
1CoZyIx7UvdxT5c8UkMzHd	Jorja Smith	2269247	79	['alternative r&b', 'pop', 'r&b', 'uk contemporary r&b']
4hVcxmC7igpot32EzQf7IR	Amel Larrieux	215967	45	['neo soul', 'r&b', 'urban contemporary']
4B1IFQsjyjR1MnHaknNC7i	Nathalie Joachim	1099	13	['experimental classical']
0FuaxuauyMnzN1OdqkFiJE	Alexander Tucker	2032	8	['freak folk']
4IvSlgyUcZU9Ru7rEAVtAQ	Brian Brohn	7	35	['chill guitar']
2BNbKeVVXrlJcwyh9Se4ov	Old School Freight Train	2517	24	['mandolin', 'progressive bluegrass']
7v9Il42LvvTeSfmf1bwfNx	Deserts Chang	104901	47	['chinese indie', 'mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']
0kBGpEdFPbsrVkFgUQ1RQv	Yuna	6302	34	['korean ost']
19j0iFmJ5A6CMT0MVZZU4O	Kandace Springs	35920	46	['contemporary vocal jazz', 'jazz pop', 'vocal jazz']
0immtsebGoLzKkHoORdJUs	David Ludwig	65	3	['21st century classical', 'american 21st century classical']
0VxJIeWiVEKVinnkusea8P	Doug Benson	16393	32	['comedy', 'new comedy']
720fJ5sGqAOhvU2IUypqIr	Lennon & Maisy	112665	51	['canadian country']
7j7wBKS8M29EIYXsAPIoP4	John McCallum	110	31	[]
2qEoRYTRLgp3aYECBZxTF2	Hovia Edwards	946	32	['native american', 'native american flute']
3beovFcnzA9hTr18ZxymFK	Oscar Louis	1320	38	['chill pop']
1eHSioSmhSyUnYHLlOcZPK	Christine Schäfer	1162	28	['classical soprano']
0WfeuufODrmfWlHTQq2Fa7	Deborah Brown Quartet	34	1	[]
7jw9vF1hFRp1k8dDRNRiC5	NanowaR of Steel	49220	50	['comic metal', 'italian metal', 'power metal']
4V8LLVI7PbaPR0K2TGSxFF	Tyler, The Creator	6827718	89	['hip hop', 'rap']
6b9x140F2vgRTd23s3WkKD	Shihan the Poet	248	3	[]
093nXwEUtY8TBTtZb9IVrf	Amie Doherty	756	38	[]
24H5fZrUsczeOXjMQufShz	BBK	4599	36	[]
63wjVVauFUQ4gBw6QXTT5N	Tyler Braden	23943	53	['contemporary country', 'country pop']
1wgY8huggK60P5nvYrwcYT	Asher Roth	233136	56	['indie pop rap', 'pop rap', 'rap']
1mDQs9Mv3bVIJJyx2XCawe	Jaquline Ronneklew	432	2	[]
4EJMnz9nmmkBVlZcQjauTy	HIMI	7051	45	['japanese alternative pop', 'japanese r&b']
4UTHeJ0TdH6zAEt5MoV02I	Delphic	34044	31	['alternative dance', 'new rave']
0CcjW001Z9PiLCYYS5oNou	Daddy Was a Milkman	22664	45	['lithuanian pop']
3lh0txPGRzXwKDsgMAtixi	The Moniker	5915	28	[]
1l48rGyg7MMLBbmP8MyFj3	Causes	18236	46	['dutch pop']
54v563e3Njq2wjXwnXM6DR	Miko Yoshida	7	30	[]
2ie9VrHtKOtHL6eZzUYRqT	Royal Swedish Opera Orchestra	49	17	['nordic orchestra']
5EWAtvRDy8I6sSYlMjD6g0	The Gospel Youth	28251	36	['anthem emo', 'pixie', 'pop punk']
6kJTBZdi58CMknC4Z9PzJz	Gerd Grochowski	11	14	[]
33TpuAICGC2gekoZZDDZhE	Chris Worsey	206	54	[]
6xrCU6zdcSTsG2hLrojpmI	José González	935186	69	['gothenburg indie', 'indie folk', 'neo mellow', 'stomp and holler', 'swedish indie folk', 'swedish indie pop', 'swedish singer-songwriter']
0cV2d206HjrISLX6hSkktp	MOOGADISHU	214	48	[]
1h0hOL3bVcYlg4xcSjU7fP	Otis Rush	140104	47	['blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']
6URFeH3cWWv6tj2RazL9IP	Bob Baldwin	55882	46	['smooth jazz']
1GAw14vejnlO5eyny3lDHw	Gessica Généus	178	9	[]
4JPrXenZscJlZat97hfBW2	Fingerling	343	30	[]
5kfRwxjyr2hBQI8LGEqhaT	Philippe Sly	1115	21	['art song']
1Af7tZT5ll2gtgG4jO1Kxl	Lou D'Audrey	370	51	['background music']
3daIcHUYMymIsAG93k4f14	Puppah Nas-T	107	32	[]
2Hchwjfl1DioXcIwbOJkus	Grant	31506	58	['edm', 'electro house', 'future bass', 'gaming edm', 'pop edm']
6UaDpZsdXyWYAyBHVZIqtA	Elivvia	12	48	['sleep']
6PwinjxhkFHQ9GqZjdBm3s	Kevin Mallon	138	48	[]
3LLNDXrxL4uxXtnUJS5XWM	Alexander Rybak	152940	67	['eurovision']
6mFPT1M2JWpuoSGSCQCpHX	Alphataurus	10029	23	['italian modern prog', 'italian progressive rock', 'progressive rock', 'symphonic rock']
6xWrMsqTNDV7Pi10GWUhuZ	Rod + Rose	69	33	[]
0C86lmpnwiyLDUiyo4d0P1	BRELAND	36723	67	['contemporary country']
1vmPXcKvniaZvX8u0KrdfS	Glacci	2118	24	['vapor twitch', 'wave']
1Mxqyy3pSjf8kZZL4QVxS0	Frank Sinatra	4973922	80	['adult standards', 'easy listening', 'lounge']
6fxk3UXHTFYET8qCT9WlBF	Kevin Morby	219410	60	['freak folk', 'indie folk', 'indie pop', 'indie rock', 'kc indie', 'modern folk rock', 'stomp and holler']
1L1SsJuYKpdZu3ujHXqULD	María José Moreno	19	9	[]
7G66JwRjTXSaNXwlnbuYZo	Downswing	7708	34	['metallic hardcore']
2GATzeg62cr6sH29wSOVWe	Red House Painters	83729	45	['alternative rock', 'freak folk', 'indie rock', 'lo-fi', 'melancholia', 'slowcore']
2MqDJjftY4Qp8Ge9hkx5HS	CALVIN	2228	47	[]
56BMviGiJkpclgY1dCJmcK	Soundwaves	1423	51	[]
3t83f2J04dRWOpNBe9GTfs	Vivian Green	339871	46	['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']
67xUUajI1dXaeY4e4ouwEN	Switch	16827	49	['ccm', 'cedm', 'christian pop']
2g3N0oxbmn5Q95mYNNdIo4	Deutsche Kammerphilharmonie Bremen	2277	50	['chamber orchestra']
2BvzbqWWwLN11XGBYgDZzx	Terror Squad	142494	56	['bronx hip hop', 'hardcore hip hop', 'hip hop']
4Nvi23m8piw2QLU4N4pvCy	Esther A. Morley	55	3	['poetry']
7E41j1yL9ZeTWfqe9bUGgw	Letters To Cleo	69548	50	['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']
3P09Y4zaLlwrNCmVWRHbII	Corneliu Niculescu	24	17	[]
7BBeyjFsQR00OkYCXKyA5N	Joaquín Turina	2380	30	['early modern classical', 'impressionism']
4BntNFyiN3VGG4hhRRZt9d	The Subways	182169	53	['garage rock', 'garage rock revival', 'modern rock', 'new rave']
3MoObXWEFyxfYPWGCsViX3	Abhay Sharma	8	20	[]
3NP4jJcW3R6qO6rbtnH0wn	MARO	34891	53	['musica portuguesa contemporanea']
1PUcFRu2DyznyQS1nVIcEE	Starlight Mints	3623	20	['ok indie', 'stomp pop']
73A3bLnfnz5BoQjb4gNCga	Bicep	297357	66	['ambient house', 'electronica']
7n2Ycct7Beij7Dj7meI4X0	TWICE	10110200	85	['k-pop', 'k-pop girl group']
522jcqDtMy8CFXZZvOJi3p	Nikolaus Friedrich	0	12	[]
33saQZHi434TBuDAXbyU2W	Ondara	48146	49	['minneapolis indie']
6RZxkwdzwRVC6Iqt6UaKgP	Tristan Scroggins	199	11	[]
0UoYypbEPF5HFitjiZjo5L	Christopher Plummer	476	30	[]
4sg4no0TXdsrM1s4SVUwNF	Juju	487749	69	['frauenrap', 'german hip hop', 'german pop']
2iZyGXzGD6s9U9QkirdcbF	Naturally Recurring	3260	55	['background music']
1AtHEOeoytbnFMzsuUT2BL	Roberto Santamaria	98	23	['salsa cubana']
2tStHB1uFmqhQM687bmnDq	Henri Demarquette	760	30	['classical cello']
1ZRTbgZMGs9HTI6SpMkySa	Simon Wright	682	31	[]
3i6TvPQGfMvINJIHyTwm7o	John Neschling	348	28	['musica sinfonica']
1GAS0rb4L8VTPvizAx2O9J	Atmosphere	592607	64	['alternative hip hop', 'conscious hip hop', 'minnesota hip hop', 'pop rap']
1Ts6EkqOxOsIzMsxFgCSqk	Hank Thompson And His Brazos Valley Boys	862	37	['traditional country']
2VsbjGocRJQI2cI1xlTdZh	Lena Hoel	22	13	[]
3lyUIhz1kSCrlqsaMlXAZr	Jana Rush	3	0	[]
239Y6QdFqVFfdsw6moqSEN	Allman Brown	46731	54	['acoustic pop', 'british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indiecoustica']
4rB5wLJLaXdMrXaYsOYLmK	Barney	40575	57	['cartoon', "children's music"]
1Itil4naIwgkm48BNTjZ2A	Hidden Face	10183	46	[]
6tbjWDEIzxoDsBA1FuhfPW	Madonna	5310556	81	['dance pop', 'pop']
3bBWKHfpepPOychRNFzg4q	Al Di Meola	104476	48	['flamenco guitar', 'jazz fusion', 'jazz guitar']
5jCmmbfKumx9Tcd8JTor9J	Cigar Store Indians	1296	20	['swing revival']
4c7tGewhetMv2tpaSLrBrE	Robin Lucas	537	18	["children's story"]
5oSCIcpPdrO3UhTMATxkYL	Ciscero	17667	51	['dmv rap']
0u1M59PvHe4xP7dhzi2ccm	Uncertain	523	19	[]
6IUKOT5oMnQ8ZUyJlZFxO2	S I M	4496	46	[]
42q0rYXtR561ypg1Fcw1PI	Shatta Wale	87276	59	['afro dancehall', 'azonto', 'azontobeats', 'ghanaian pop']
4tSWEXPW4F3unnyNZQetQh	Shirly Laub	13	1	[]
1gys0wFhj7eK75U30auAF4	Vernon Sanders	541	45	['background jazz']
75lrknh4n2savTcDGbMchq	August Royals	268	31	[]
4NYXYObKVimGrYuAGGe46m	Patrick Castillo	65	4	[]
7JLwBH0X2G8tgHceqvOu5B	Timmy Thomas	12614	49	['classic soul']
63yfJDmaBbifNzvWUUdpv1	Jake Blount	3216	29	['clawhammer banjo', 'old-time fiddle']
6h0KtnUiBpkxxjvZZPvNSw	Dave Weckl	58254	39	['jazz drums', 'jazz funk', 'jazz fusion']
5VTWoYYizcOY3uIKnxeCGI	La Femme	297160	61	['french indie pop', 'french indietronica', 'french psychedelic', 'french rock']
0fgYKF9Avljex0L9Wt5b8Z	Echo & the Bunnymen	625126	61	['alternative rock', 'art rock', 'dream pop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'punk', 'rock']
3ASrAFrD7EMO3yISaDjs78	Kpm National Anthems	1136	26	['anthem']
6PyqvSDZUo6TtDqFqsDbWc	Filmchor Berlin	4	0	[]
3kANxNTLNOhxpOPoCbGq9E	Joey Dosik	30004	48	['retro soul']
5iUPeRxyr2D8AfPxUmMv7a	Frankie Maurie	65	15	[]
2NlMknkFHs1pFS1Tg8aybx	Han De Vries	444	31	['classical oboe']
2eam0iDomRHGBypaDQLwWI	Bleachers	490437	71	['double drumming', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock']
0wEvWMQRqaXcgnrZv6KtyL	Spice	254564	62	['dancehall']
79xQdsSFyN4cmMsxtWrvUc	Rotterdam Philharmonic Orchestra	2050	44	['orchestra']
1VEX0MeLsiGvEq2OYP9hri	brook(e)	71	36	[]
59u9R3yNVw4PWC3Rg1JZhk	THE ELEVEN	71	22	[]
69k6uTSZMPLpSnhmLCiKxQ	Coal Chamber	399302	52	['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']
0GIod7OFApXRgJ79w8YhBO	K!lly !dol	1539	25	[]
7Dz9goFmVZZqvJxZoKg7pF	Danelle Sandoval	9152	63	['nyc pop']
29OcWg1U7M09yIiW0YiW26	Kaisa Ranta	4	24	[]
26cMerAxjx9GedFt0lMDjm	Bella Poarch	433828	78	[]
18CPEToK1OfjJ5B5vDBDKa	Weston Estate	48695	59	['chill r&b']
68xIMmJbS8ic51vrpfxkSo	Jack Gardiner	3229	37	['progressive jazz fusion']
0vBDEQ1aLZpe4zgn2fPH6Z	Cast	112940	48	['britpop']
0fhPeJjT7ljxwvIKNoENmz	Rebecca Lovell	107	16	[]
4L1CfX9Kl0x9VCm3d7x8S0	Bars of Gold	3400	23	['detroit rock']
2cFzYhiHqYS7o8ZIM9WD22	Mariana BO	50172	52	['mexican edm']
32IXja3Y6CPvnAtTHD2bWg	BLVK JVCK	12977	53	[]
60jvihLnawjn2BXOOCC9Nq	Windsbacher Knabenchor	983	25	["children's choir", 'german choir']
4lujUKeO6nQAJXpq37Epn7	Son Little	113343	58	['funk', 'indie soul', 'soul']
3ziV4m3hRoAABPnGVWrIAL	ZAY	346	27	[]
6i4aN0I3l7uldsLTjbZOF8	Civil Twilight	84826	43	['cape town indie', 'piano rock', 'south african rock']
3UGllLBllWl2L26fEFe7l0	Frank Legeay	169	32	[]
6XpaIBNiVzIetEPCWDvAFP	Whitney Houston	6931297	81	['dance pop', 'pop', 'urban contemporary']
5DhikSEoGt68Oyv6aNqB2Z	Anne Sexton	1926	7	['poetry']
3EwfkP9uSQ9xjiYydhiqNe	Soliviant	10	35	[]
2DnqqkzzDKm3vAoyHtn8So	Uncle Kracker	518387	68	['country', 'country road', 'pop rock']
2d8NsBa8O4C6bgQatFP5V4	nobigdyl.	56775	57	['christian hip hop', 'christian trap', 'nashville hip hop']
5tEk4ggmoFtGkbgKGtqHZ4	David Owen Norris	79	14	[]
50nN8IFD4xA67fI4jYbLV4	Kano	247419	58	['grime', 'uk alternative hip hop', 'uk hip hop']
1Sfa6q3hJQmNsaLi9DozYi	Szabo	6661	33	[]
6LvjboIMlXnreAptglx2SP	L'acqua Cade	5	51	[]
2MLT9mFQ7sikVVqUx0tPry	Hendrik Sal-Saller	71	30	[]
4WoGga7UeRcmjD4ufif4nG	Tommy Dorsey	88742	52	['adult standards', 'big band', 'easy listening', 'jazz trombone', 'lounge', 'stride', 'swing', 'vocal jazz']
46dwJ4pRnNjShZqsj3wOaD	Rachel Birkes	6	43	['instrumental lullaby']
2JLl6rSFWx9YuSPLcLhkAG	Julian Perretta	27849	66	['francoton', 'uk pop']
0gHar4003EyqU81XGv1Bka	Nicolai Ghiaurov	2258	42	['classical bass', 'classical tenor', 'opera']
6BD4lgmnh4vy6kkCaZRDWt	Bury Tomorrow	209209	59	['melodic metalcore', 'metalcore', 'screamo', 'uk metalcore', 'uk post-hardcore']
1PTf1acdNJIJ4YAjxn7dua	Gabriel Feltz	98	12	[]
1xHTfW0mULQmn6CM9f2wvN	Anthony Bruno	115	15	[]
2MJK51yXcbWpaiL0MWCAtp	William Duhamel	151	40	['background music']
52S7chJRLMM0ueWjN6hhn1	Anthony Watts	3254	49	[]
6V1SwiosQqf5XvmoTMCGa9	Dear Jane	106490	59	['cantopop']
7fLTVZfdwBPBgGkAYdSprM	Eric Rachmany	2309	47	[]
5YtWMcoOZAHh5mivf5b0L5	Frankfurt Vocal Ensemble	39	25	[]
4nd1IvFkUoQinjvYdUmOBI	GANGGA	105229	66	['indonesian pop']
0hgnhbFQrceUMjdC3L3Ugn	Joe Franzoni	16	33	[]
7iAYNShn0GIFTAUqxabBWb	Alba Petersen	47	41	[]
74Zlbk9mFg0rHyKCBUthCc	Brakeman	124	23	[]
3x3jSlhyv5CiCZDZlaTq0M	Pi’erre Bourne	465437	72	['hip hop', 'melodic rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']
1r5Se2Ts0fmLzFreCTOy2I	Oxford Camerata	9997	49	['british choir', 'chamber choir', 'choral', 'early music choir', 'early music ensemble', 'oxford choir', 'polyphony']
32Jb1X3wSmmoHj2epZReZA	Steve Vai	416202	53	['instrumental rock', 'metal guitar', 'neo classical metal', 'shred']
2sslUu9QRurhlSajeoLtRA	Ian Fairbairn	65	8	[]
56JxdpyL6byjqbpBpxbfR7	Orchestre national de Montpellier Occitanie	17	20	[]
2fr7AggwkjJeISmfbjnEn1	Trio Marimberos	147	19	['son jarocho']
7qvsLYsYP0MHD7jkdv6DAG	Sara Evans	896146	61	['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']
6mrOjLZyPub9LcecUarcMD	IAN SWEET	19923	42	['art pop', 'bubblegrunge', 'garage psych', 'indie pop', 'indie rock', 'small room']
2SjTz6It0TjopEYQjJMxqb	Al-Doms	2064	31	[]
6QtGlUje9TIkLrgPZrESuk	Steve Miller Band	2065418	72	['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']
3fhz0PcZrd3o3xB8APuoPX	Wynne	25342	41	['portland hip hop']
6W1BHDF0T4a4KYcSwzD586	k.d. lang	278090	56	['canadian country', 'canadian pop', 'canadian singer-songwriter', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'permanent wave', 'queer country', 'singer-songwriter', "women's music"]
0RC0nC8QI7l4NXAOqDsamQ	Audrey Gallagher	5537	47	['vocal trance']
6SkVKlAmIWVD0LQvCGQqSj	GRANT	5974	40	['swedish pop']
67FqTi4AEY5O8Xa3i5EAe2	San Miguel	305	34	[]
6pwHWKweuoCyx3OoFaD0Q5	The Weepies	144071	51	['acoustic pop', 'folk', 'indie folk', 'indie pop', 'lilith', 'neo mellow', 'stomp and holler']
0EmUT6i9rTu9ZHy1Tl1iuX	Natalie Prass	47083	47	['rva indie']
5FvlJcXnFIm72pgQtW3Dct	Feenixpawl	22952	54	['australian dance', 'edm', 'pop dance', 'pop edm', 'progressive electro house']
1bAvQk2VaIRTiRhw22y2tX	Antoine Busnois	424	19	['early music', 'franco-flemish school', 'french renaissance', 'medieval', 'renaissance']
5MqgtmMdtrsZIQpZzLhpX5	Jefre Cantu-Ledesma	18391	37	['ambient', 'art pop', 'drift', 'drone', 'fourth world', 'freak folk', 'new isolationism', 'outsider house', 'sound art', 'warm drone']
4Wjf8diP59VmPG7fi4y724	Cedric Gervais	93328	71	['edm', 'electro house']
1RyVStjzi2FZFBnXr0WUQ6	Véronique Gens	5091	36	['classical performance', 'classical soprano', 'opera']
5oVTn06kiTtMSZG56uHDqs	Joe Blow	34615	32	[]
0P2bZXPyjHYRW4guHVAFl1	ARMNHMR	68515	52	['edm', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']
5lX5xzkPlfs4Z2MhkmoCoD	Tiki Lounge	1501	33	['relaxative']
5V1yrA8FrMhKkl4rCu6flc	Kacey Johansing	5145	31	['alternative americana']
0vKbTTNdtagd8xiERj6Szb	Percy Heath	848	37	['jazz double bass']
29afta7TiMlvY1fkgaFJcH	Baby Washington	7146	28	['beach music', 'classic soul', 'motown', 'rhythm and blues', 'southern soul']
67gqUXxHedeUGDTxwBzdjS	Conway the Machine	137933	65	['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hardcore hip hop', 'hip hop', 'underground hip hop', 'upstate ny rap']
2ZKsAq380W6XWsyWyuKv3Z	Mr Traumatik	87134	58	['bass house', 'grime', 'welsh hip hop']
7Ac3BjcxFq01tJlrdx0Neh	Bobby Rausch	759	29	[]
2wPDbhaGXCqROrVmwDdCrK	Oneohtrix Point Never	170279	53	['ambient', 'art pop', 'chillwave', 'dream pop', 'drone', 'electronica', 'escape room', 'experimental pop', 'fluxwork', 'fourth world', 'freak folk', 'hauntology', 'intelligent dance music', 'microhouse', 'new rave', 'outsider house', 'vaporwave']
2AmfMGi3WZMxqFDHissIAe	The Aces	188165	58	['alt z', 'electropop', 'indie pop', 'indie poptimism', 'pop']
72OaDtakiy6yFqkt4TsiFt	Cher	2146952	73	['dance pop', 'hollywood', 'new wave pop', 'pop']
4lpA7MWpQpY7hKkwfLxw2Q	Lindsay Ell	59510	54	['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country pop']
3GMg9carM1mOJ3oOq5eXwf	Will August Park	75	17	[]
6e7kIHb5oTfOJY5IzLyzR6	Xay Hill	7140	41	['christian hip hop', 'christian trap']
3DN6nBMAIh7wmKkuP2KC05	Nick Dunston	47	13	[]
3Olk7pmwmVS6GxinoMMYol	The Heavy Pets	8160	27	['instrumental funk', 'jam band']
30J2BZr9IIoch7Sj47xtpD	Cihangir Aslan	1107	34	[]
3UORxcctdWi6drku1qOrol	Dark Dark Dark	49235	37	['chamber folk', 'chicago indie', 'stomp and holler']
1jOAI3YkQLJswHVGCIKbu4	Phoenomenatic	23	31	[]
0y38EKS451wflZCncUbeSH	Buster Smith	1279	25	['jazz saxophone']
2RyY5yFlJh6jIPfMDhHgyD	Professor Longhair	39498	44	['blues', 'boogie-woogie', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'traditional blues']
5eu6CVD2W3iRZESTd64Kb7	Ailish Tynan	263	15	['classical soprano']
1Kq21fWcGSMgRYeRpXnfOJ	Gwen Stewart	28	28	[]
7emRV8AluG3d4e5T0DZiK9	Loggins & Messina	321678	57	['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock']
0Q1ZpNiiMqVSKWCF3VcoGH	Ukrainian State Symphony Orchestra	151	19	[]
4xB9G8gml0tx2QatDmBeD8	Sebastian Seeb Levermann	10	11	[]
3qeECzqe5c7ssusMaDdwbj	Bebo Valdés	51781	49	['cha-cha-cha', 'jazz cubano', 'latin jazz', 'musica tradicional cubana']
1G76CZqNJ0VjTHuiVR9WFD	Ida Kavafian	24	6	[]
5JIgApvXvqq4KtnDLE9YBz	Demeter	2220	50	['g-house']
3WnmyxLdTHKN83h75tcb8P	Anis Don Demina	39076	58	['fotbollslatar', 'swedish pop', 'swedish pop rap']
4312Dbo3NDq73YqKepzIyo	Eugene Migliaro Corporon	343	38	[]
7wu4u8r54ZgGyY9FOZtDq4	Joey Calderazzo	3761	38	['modern jazz piano']
2ymjQZjPQe0pziQ67Y8Ncr	Wilsn	2758	18	['australian americana', 'neo r&b']
1fctva4kpRbg2k3v7kwRuS	Rvssian	1406371	70	['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']
4kwEd1P9j15ZqUVP5zK7Pv	Joe Stone	29762	64	['deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']
74hvVWKEz8DlYrkKrE97TV	TELEKROME	63	46	['rain']
4a4ek3VD883NbEq4HLw4DG	Cortes	6633	33	['modern alternative rock']
0XHiH53dHrvbwfjYM7en7I	Chris Cornell	1607394	66	['alternative metal', 'alternative rock', 'rock']
4vNh29QjtpewdqjtNfaVIN	Moshe Kasher	4795	24	['deep comedy', 'new comedy']
0tCtGc5vt29zFZp6KXzN50	Beanie Sigel	474449	58	['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']
36Jcj3NbNs2fNveWyFKaUo	Francis Biggi	11	14	[]
395oAJMtpPY7ovJ9GbFkGQ	Jeanelle Bolduc	376	58	['background music']
0SgDfSfWqkZMW96aT2oQZ1	Paul Hardcastle	48729	53	['smooth jazz']
2ILA1VEwR0e4wD1QFycDbE	Melesio Morales	146	5	['mexican classical']
2HOeKK6JSrvz00FoQk0biZ	The Nicholas	4430	46	['future bass']
5vBSrE1xujD2FXYRarbAXc	Years & Years	1693516	74	['dance pop', 'electropop', 'gauze pop', 'pop', 'post-teen pop', 'tropical house']
3MhnTc9AODdRGMrtntEqIz	John Paesano	20751	54	['soundtrack', 'video game music']
13N2h4wklImTgtgO3JU7B0	Alexander Wolfe	2389	23	['cambridgeshire indie']
0HfOvXPsKgF3wkhZthqOPr	Goran Kajfes	3175	33	['swedish jazz']
6zvul52xwTWzilBZl6BUbT	Pixies	1957131	73	['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']
0vFb3LsJFAOgLo3s8XI4B2	Lithuanian Chamber Orchestra	2807	34	['chamber orchestra']
13y7CgLHjMVRMDqxdx0Xdo	Gucci Mane	3935709	83	['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']
3YR92OLKlvkK5oKNekSqXe	Al Jarreau	285564	59	['adult standards', 'jazz funk', 'quiet storm', 'smooth jazz', 'soft rock', 'yacht rock']
2hblnfACzyljMfIZDwRZ7e	Tigger	561	38	[]
1zgNpeHQe8GulzfVkYP2VK	The Trammps	174249	58	['disco', 'motown', 'philly soul', 'post-disco']
40MTkc3sjdNvrZdCTl6DdO	Monica Solem	21	8	[]
44RB2EcmMwG4gC8EH75Ix1	Jennifer Rene	5198	47	['vocal trance']
3rZYrTkyrwz1CiW09bfLE2	Hortense Ellis	6098	30	['early reggae', 'lovers rock', 'rock steady']
4q1UCLTG6CYQyaRe2o60ua	Lucky Millinder And His Orchestra	178	20	[]
5jVeqi3PNaTOajfvBa4uFn	Thompson Twins	468147	56	['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']
7wkjhjRAaChOE0hMghtlvc	DJ Mibor	704	35	['electro swing']
6ww4jqGzCXjnDAMuZNbbJZ	Waltraud Winsauer	0	38	[]
2a3WvnK2EAxYYXyJZ8OxVz	Hawkins C. All Star Jam Band	26	29	[]
5zzbSFZMVpvxSlWAkqqtHP	Brown Bird	72468	48	['indie folk', 'maine indie', 'new americana', 'rhode island indie', 'stomp and holler']
4yt2wdqvcHygghx9iNUb6i	DJ Frank E	963	55	[]
1Jl8u1U1GtBlwocZK5LWZv	JJ Grey & Mofro	123100	55	['blues rock', 'deep new americana', 'electric blues', 'funk', 'indie folk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'rock', 'roots rock', 'swamp rock']
0hBE2OEnt0liysUwP4ZaEj	Ryan Prewett	992	29	[]
7x8nK0m0cP2ksQf0mjWdPS	Dierks Bentley	2577492	74	['contemporary country', 'country', 'country road']
3Wm7360Oxqx7Fu4h3LfbHX	Deepee	1379	36	['london rap']
1IyP1te0ocO6XgeWL4PqdG	Maldito	3838	35	[]
3C5R32AIZlLfMa3uxLEYrU	Fallujah	59969	38	['blackened deathcore', 'brutal deathcore', 'death metal', 'djent', 'technical death metal', 'technical deathcore']
