playlist_id	playlist_name	playlist_description	playlist_num_tracks	playlist_num_followers
37i9dQZF1DXcBWIGoYBM5M	Today's Top Hits	Doja Cat is on top of the Hottest 50!	50	29379379
37i9dQZF1DX0XUsuxWHRQd	RapCaviar	New music from Young Thug, Trippie Redd, Rod Wave and Gunna.	50	14030878
37i9dQZF1DX1lVhptIYRda	Hot Country	Today's top country hits of the week, worldwide! Cover: Kane Brown	53	6475778
37i9dQZF1DX10zKzsJ2jva	¡Viva Latino!	Today's top Latin hits are right here, on ¡Viva Latino! Cover: LIT Killah	50	11218997
37i9dQZF1DX4JAvHpjipBk	New Music Friday	New music from Lorde, Young Thug, Ed Sheeran, Shawn Mendes, and more!	100	3788318
37i9dQZF1DX4sWSpwq3LiO	Peaceful Piano	Relax and indulge with beautiful piano pieces	368	6282674
37i9dQZF1DX4SBhb3fqCJd	Are & Be	The pulse of R&B music today.  Cover: dvsn & Ty Dolla $ign	49	5707526
37i9dQZF1DWXRqgorJj26U	Rock Classics	Rock legends and epic songs that continue to inspire generations.	144	9296917
37i9dQZF1DX4dyzvuaRJ0n	mint	The world's biggest dance hits. Featuring new music from Juls & Niniola, Disclosure, R3HAB, Sigala & JP Cooper and more!	102	5854273
37i9dQZF1DXcF6B6QPhFDv	Rock This	The newest music from YUNGBLUD, along with the top Rock songs you need to know.	50	4565953
37i9dQZF1DWXJfnUiYjUKT	New Music Friday	The very best in new music from around the world.  Cover: Lorde	96	279802
37i9dQZF1DXcRXFNfZr7Tp	just hits	Current favorites and exciting new music. Cover: Shawn Mendes	100	2109387
37i9dQZF1DX4o1oenSJRJd	All Out 00s	The biggest songs of the 2000s.	150	9529670
37i9dQZF1DXbTxeAdrVG2l	All Out 90s	The biggest songs of the 1990s.	150	6805571
37i9dQZF1DX4UtSsGT1Sbe	All Out 80s	The biggest songs of the 1980s. Cover: ABBA.	150	8818602
37i9dQZF1DWTJ7xPn4vNaz	All Out 70s	The biggest songs of the 1970s. Cover: Yusuf / Cat Stevens.	150	4414741
37i9dQZF1DXaKIA8E7WcJj	All Out 60s	The biggest songs of the 1960s.	150	2513249
37i9dQZF1DWSV3Tk4GO2fq	All Out 50s	The biggest songs of the 1950s.	150	1404299
37i9dQZF1DWTwnEm1IYyoj	Soft Pop Hits	Listen to easy songs from your favorite artists! Cover: Adele	233	5399809
37i9dQZF1DX2A29LI7xHn1	Signed XOXO	Crossing over like Allen I. Cover: Yung Bleu	100	1850253
37i9dQZF1DX2RxBh64BHjQ	Most Necessary	The official voice of generation next. Cover: Sheff G	100	2526116
37i9dQZF1DWVA1Gq4XHa6U	Gold School	Taking it back. Cover: Jadakiss	50	2362745
37i9dQZF1DWY4xHQp97fN6	Get Turnt	Mode: Turnt	100	6044655
37i9dQZF1DWX3387IZmjNa	B.A.E.	Hip-Hop + R&B: Before. Anything. Else. Cover: K Camp	52	1849997
37i9dQZF1DWYkaDif7Ztbp	African Heat	The tracks heating up the continent right now! Cover: <a href="https://open.spotify.com/artist/3WTrdbZU99dgTtt3ZkyamT?si=KDlSUhucQZORkK6XshAfZw&dl_branch=1">Oxlade</a>	50	791503
37i9dQZF1DX5hR0J49CmXC	Mind Right	The Real hip-hop. Cover: Nas	50	1049780
37i9dQZF1DXan38dNVDdl4	Dancehall Official	The best in new & current Dancehall. Cover: Alkaline	75	931505
37i9dQZF1DWSvKsRPPnv5o	Westside Story	Holdin' it down for the westside. Cover: Remble	51	665766
37i9dQZF1DWUVpAXiEPK8P	Power Workout	For whatever activity you do that may need a punch of intensity!	50	3749500
37i9dQZF1DX0Tkc6ltcBfU	No Cap	The hottest out the south. Cover: Young Nudy	51	969600
37i9dQZF1DX1YPTAhwehsC	State of Mind	Up and down I-95. Cover: Bizzy Banks	50	383238
37i9dQZF1DWTggY0yqBxES	Alternative Hip Hop	New, leftfield and for the real hip-hop stans! Cover: Mick Jenkins	50	754918
37i9dQZF1DX0HRj9P7NxeE	Workout Twerkout	Get your body right with this workout twerkout	50	1717238
37i9dQZF1DWT6SJaitNDax	We Everywhere	Afro sounds crossing borders. Top Afro Bashment, Pop, Fusion / X-Overs from all across the world.  Cover: <a href="spotify:artist:3tVQdUvClmAT7URs9V3rsp">WizKid</a>	100	468577
37i9dQZF1DX2r0FByV5U4C	Black History Salute	Saluting the songs and artists that have filled us with pride.	26	263684
37i9dQZF1DXaKctwWdt4be	Behind The Lyrics: Hip Hop	Watch your screen as you listen to see lyrics, fun facts, and artist stories from Genius! (on mobile only)	50	48240
37i9dQZF1DWT2jS7NwYPVI	New Noise	Here's your cheat sheet for everything new in the rock/alt world. Cover: Palaye Royale	130	371188
37i9dQZF1DX82GYcclJ3Ug	The New Alt	No rules. No boundaries. Just cool music you need to hear. Cover: WILLOW	110	1022906
37i9dQZF1DX49jUV2NfGku	Rock Solid	New classics and essential cuts from all your favorite rock bands. Cover: Rage Against The Machine	80	1250056
37i9dQZF1DX1Jg9KZ76Rr9	Rock This: Best of 2017	A look back at some of the most impactful songs of 2017.	100	58608
37i9dQZF1DX8FwnYE6PRvL	Rock Party	The ultimate rock party playlist!	145	1935267
37i9dQZF1DX6mvEU1S6INL	You & Me	It's just us—and this awesome alt soundtrack.	100	698584
37i9dQZF1DX2SK4ytI2KAZ	It's ALT Good!	ALT the Good Vibes.	100	620085
37i9dQZF1DWZkHEX2YHpDV	The Scene	Call it pop-punk, emo, post-hardcore, whatever you want. We call it all awesome. Cover: Waterparks	125	396947
37i9dQZF1DWWJOmJ7nRx0C	Rock Hard	For those who like the newest songs loud. Very loud. Cover: Black Veil Brides	110	781800
37i9dQZF1DXdXKIWnpyigm	This Is Ryan Adams	The essential Ryan Adams, all in one place.	57	35635
37i9dQZF1DX2rBR3X9E86S	This Is The Black Keys	One of the most iconic bands of recent time. Here is the best of The Black Keys.	52	214597
37i9dQZF1DWUlZhYdX0uqM	This Is Tom Petty	Experience Tom Petty's final project, "Wildflowers & All The Rest," the way he originally envisioned it.	78	282512
37i9dQZF1DX82CY3GzF2m6	This Is Nirvana	The best of Nirvana, all in one place.	45	996053
37i9dQZF1DWWc7UGhP4Mpw	This Is Ramones	The essential Ramones, all in one playlist.	34	169089
37i9dQZF1DWVPJN9etkrEa	This Is Green Day	Welcome to Paradise, Green Day fans!	50	806420
37i9dQZF1DXbj9Ksq4BAdj	This Is Metallica	The best of Metallica, all in one playlist.	60	1414040
37i9dQZF1DXcGV9sg8bMdx	This Is Jane's Addiction	Jane says these are the essentials.	66	25699
37i9dQZF1DWXupFIUw7TOC	This Is Oasis	The best of Oasis, all in one playlist.	50	750051
37i9dQZF1DX5L9gRaHajqj	This Is KISS	The essential KISS, all in one place.	50	297835
37i9dQZF1DWY6vTWIdZ54A	Dirty Rock	Get down and dirty with these bluesy rock songs. Cover: Royal Blood	140	388542
37i9dQZF1DX5OUjSS1OMgV	One More Rep	Rock this list to help you rock that last rep. Gainz.	100	597913
37i9dQZF1DX1rVvRgjX59F	90s Rock Anthems	These songs rocked the 90s. Cover: Nirvana	150	4415363
37i9dQZF1DX6ALfRKlHn1t	Soak Up the Sun	Drink up these tunes and all the feels. Good vibes only.	120	908904
37i9dQZF1DXa9xHlDa5fc6	License To Chill	Chill out with these awesome alt songs.	150	340722
37i9dQZF1DX2aneNMeYHQ8	Rockin' Vibes	The best in alt, folk, and indie rock. Cover: Nathaniel Rateliff	105	442422
37i9dQZF1DWXs1L3AC0Xio	Rock Ballads	Chill out with these awesome rock ballads. Cover: <a href="spotify:artist:6Wr3hh341P84m3EI8qdn9O">Rise Against</a>	100	571135
37i9dQZF1DXa6YOhGMjjgx	New Alt-Rock Mixtape	This is the best of today's true alternative rock scene.	150	441423
37i9dQZF1DXcfZ6moR6J0G	Nu Metal Generation	All hail the eyebrow ring. Cover: Limp Bizkit	70	1123747
37i9dQZF1DWXMg4uP5o3dm	Alternative Beats	Alternative meets electronic. Cover: grandson, VIC MENSA, & Masked Wolf	100	373193
37i9dQZF1DX2S9rTKTX6JP	Rock Covers	Sometimes a cover can be even better than the original. You decide. Cover: Tom Morello, Eddie Vedder, & Bruce Springsteen	100	564102
37i9dQZF1DX6ujZpAN0v9r	Shoegaze Classics	The essential beautiful noise: sweet and sour fuzz to warm your heart. Cover: my bloody valentine	141	336699
37i9dQZF1DX0wiundViT27	Rock Me UP!	A dose of high energy, feel-good rock tunes. Press play and let the good vibes come your way.	100	603270
37i9dQZF1DX9Mqxt6NLTDY	All Things Post	Post-hardcore. Post-punk. Post-rock. Post-everything. Cover: Metz	100	133031
37i9dQZF1DX9wa6XirBPv8	Emo Forever	All the standard emo anthems. Cover: Gerard Way	80	1105258
37i9dQZF1DXaGNG7NmtmZv	Classic Hardcore	Classic songs from the legends of the hardcore scene.	50	141380
37i9dQZF1DWZjmJmeiazwd	Ultimate Rock Gaming	Rock out while you game, this is 10+ hours of the best in Rock.	150	425768
37i9dQZF1DX8S0uQvJ4gaa	New Boots	New Music Discovery is what we're about.  Try it on for size. Cover: Kidd G	102	769984
37i9dQZF1DX5mB2C8gBeUM	Wild Country	Country gone wild! You never know what you're gonna get.  Artist: Lily Rose	136	816476
37i9dQZF1DWYnwbYQ5HnZU	Country Gold	Spotify Fan Favorites from the last few years.  Artist: Billy Currington	74	1655186
37i9dQZF1DX3Ee0ngF5ZVQ	Texas Country Now	From the Dance Halls and Honky Tonks across America to the World! Formerly Texas Music Now. Cover: Parker McCollum	98	356792
37i9dQZF1DWYiR2Uqcon0X	Country Coffeehouse	The Country Coffeehouse is open! Grab a cup and lean back to some low-key country.	83	634518
37i9dQZF1DWW7RgkOJG32Y	Breakout Country	Top trending new and recent tracks from the last few weeks.  Cover: Callista Clark	77	220031
37i9dQZF1DX8WMG8VPSOJC	Country Kind of Love	Nothing but beautiful country love songs.	85	1469927
37i9dQZF1DWXi7h4mmmkzD	Country Nights	Nighttime is the right time for these party hits!	90	515099
37i9dQZF1DWTkxQvqMy4WW	Chillin' on a Dirt Road	Country music to get you back to the basics.	80	2717333
37i9dQZF1DWU2LcZVHsTdv	Country by the Grace of God	The country way of testifying.  Cover: Jimmie Allen	80	231934
37i9dQZF1DWU1xHgjMaSpW	This Is: Merle Haggard	All Mighty Merle...All The Time!	85	53775
37i9dQZF1DX1kw8OX1mNoI	This Is:  Johnny Cash	This is Johnny Cash. The essential tracks, all in one playlist.	75	578869
37i9dQZF1DWVpjAJGB70vU	90's Country	Country that made Country Cool! Cover:  Shania Twain	60	1017785
37i9dQZF1DX24Kh15JFQJ0	New Traditions: Country Heroes	The latest music from our Country Heroes. Cover: Clay Walker	108	226731
37i9dQZF1DXbDjX0hus3Iu	Southern Rock 101	The early pioneers and current favorites in Southern Rock.  Cover:  The Godfather...Charlie Daniels.	106	399624
37i9dQZF1DXc0fQ4sGOnVJ	Field Party	Country rap songs, made to be cranked up.   Cover: Colt Ford	64	139508
0NfjMqrzcGKVsbYZmhf4Md	Classic Honky Tonk	All songs about drinking, cheating, heartaches and everything else going on in a classic honky tonk.	50	3764
37i9dQZF1DWWH0izG4erma	Country Rocks	Country Music that ROCKS!!   Cover:  Jackson Dean	102	382991
37i9dQZF1DWUzFXarNiofw	New Jams	The newest, freshest R&B tunes.  Cover: Kiana Lede	50	797074
37i9dQZF1DX4y8h9WqDPAE	Channel X	Where R&B from around the world comes to play with hip-hop & pop!   Cover: Lizzo & Cardi B	50	1675405
37i9dQZF1DWXnexX7CktaI	Gold Edition	All the jams. Cover: Toni Braxton	40	1706063
37i9dQZF1DWSfMe9z89s9B	Alternative R&B	These progressive R&B and soul tracks can't be put in a box. Cover: Snoh Aalegra	100	1098467
37i9dQZF1DX2UgsUIg75Vg	Chilled R&B	Chilled R&B jams for your most relaxed moods.	50	2150021
37i9dQZF1DX2Ma8k80RiMN	The Sweet Suite	Come inside The Sweet Suite and get in the mood with some amazing R&B and soul ballads from the past and present.	40	1304242
37i9dQZF1DWY12BqhkMFW2	Soul Revived	Revive your soul with this playlist, featuring updated takes on classic R&B and soul tunes.	35	262544
37i9dQZF1DX62Nfha2yFhL	Soul Lounge	Whether you're lounging at home or out with your friends, let this playlist provide your soundtrack.	50	777373
37i9dQZF1DWVEvzGeX3eRs	'90s Baby Makers	What we're gonna do right now is go back—back in time. Here are all your favorite '90s R&B slow jams!	47	1300416
37i9dQZF1DWTJNOeepZTGy	Wine & Dine	As you prepare and settle into your romantic dinner, let us provide the soundtrack with these RnB/Soul love songs.	51	229763
37i9dQZF1DX7OIddoQVdRt	Spread the Gospel	Experience the powerful messages and sounds of these gospel tunes.	40	568444
37i9dQZF1DX70TzPK5buVf	Funk Outta Here	Funk to these good ol' funky soul classics!	80	700434
37i9dQZF1DX6VDO8a6cQME	I Love My '90s R&B	The '90s had an amazing soundtrack. Let's reminisce with these R&B jams!	45	2662280
37i9dQZF1DX0H8hDpv38Ju	’80s Jam Session	Get down and jam out to these throwback '80s R&B and soul tunes!	40	611843
37i9dQZF1DWYmmr74INQlb	I Love My '00s R&B	Check out these throwback R&B jams from the first decade of the 21st century. Cover: Mariah Carey	40	3646821
37i9dQZF1DWSIO2QWRavWZ	Queen	For all the beautiful queens! Guest curated by Jennifer Hudson.	50	176236
37i9dQZF1DWSRMdeGCgprt	The Rhythm	Get into the rhythm of SXSW '17 with this collection of tracks from artists set to perform this year. Cover: <a href="spotify:artist:4TsHKU8l8Wq7n7OPVikirn">Jidenna</a>.	23	24295
37i9dQZF1DX8tZsk68tuDw	Dance Rising	Tomorrow's <a href="spotify:genre:edm_dance">dance</a> hits, with jamesjamesjames.	100	1949702
37i9dQZF1DXcZDD7cfEKhW	Pop Remix	Remixed pop and <a href="spotify:genre:edm_dance">dance</a> collabs. Cover: J Balvin & Skrillex.	100	3249489
37i9dQZF1DX0BcQWzuB7ZO	Dance Hits	All the <a href="spotify:genre:edm_dance">big ones</a> with Swedish House Mafia.	95	3341127
37i9dQZF1DXa8NOEUWPn9W	Housewerk	<a href="spotify:genre:house">House</a> music lives here. United in one house. Cover: Michael Bibi	104	1545079
37i9dQZF1DXa41CMuUARjl	Friday Cratediggers	This week's handpicked new <a href="spotify:genre:edm_dance">dance and electronic music</a>, featuring Disclosure, Skrillex, Dillon Francis, and more!	100	351224
37i9dQZF1DX0hvSv9Rf41p	Bass Arcade	All things <a href="spotify:genre:bass">bass</a> with Jauz.	150	904668
37i9dQZF1DWXLeA8Omikj7	Brain Food	<a href="spotify:genre:space:electronica_chill">Hypnotic electronic</a> for studies and a relax.	100	3529735
37i9dQZF1DX0r3x8OtiwEM	Lowkey Tech	Chill techno and tech house.	60	625347
37i9dQZF1DX6VdMW310YC7	Chill Tracks	Softer kinda <a href="spotify:genre:edm_dance">dance</a>.	303	3109085
37i9dQZF1DX8a1tdzq5tbM	Dance Classics	<a href="spotify:genre:edm_dance">Dance radio</a> hits from the 90s and 00s!	120	1174571
37i9dQZF1DX5GiUwx1edLZ	mint Acoustic	<a href="https://open.spotify.com/genre/edm_dance">Dance music</a> unplugged.	100	271230
37i9dQZF1DXdgz8ZB7c2CP	creamy	A sprinkle of bass, warm vocal drizzle, and dreamy <a href="spotify:genre:edm_dance">dance music</a>. Featuring new music by camoufly.	125	686205
37i9dQZF1DXaXB8fQg7xif	Dance Party	<a href="spotify:genre:edm_dance">Move</a> your feet!	125	4660628
37i9dQZF1DX2TRYkJECvfC	Deep House Relax	Forget it and disappear with chill <a href="spotify:genre:edm_dance">house</a>.	200	2255071
37i9dQZF1DX32NsLKyzScr	Power Hour	Tap it back or go for a spin with these uptempo tracks!	199	2115762
37i9dQZF1DWTfrr8pte1rT	Rocktronic	Rock with a Drop  Cover: Skrillex, Swae Lee, and Siiickbrain \m/	125	207161
37i9dQZF1DX0pH2SQMRXnC	Hardstyle Bangers	Only the biggest Hardstyle	200	803230
37i9dQZF1DWSf2RDTDayIx	Happy Beats	Feel-good <a href="spotify:genre:edm_dance">dance music</a>!	150	1641000
37i9dQZF1DX4eRPd9frC1m	Hype	Aggressive trap and bass for the <a href="spotify:genre:edm_dance">gym</a>.	181	2211171
37i9dQZF1DX8CopunbDxgW	metropolis	The essential indie dance, featuring bad tuner	100	760361
37i9dQZF1DWVY4eLfA3XFQ	Operator	Tech house technicians. Featuring new music by J. Worra	148	515889
37i9dQZF1DX6GJXiuZRisr	Night Rider	Dark & moody progressive house <a href="spotify:genre:edm_dance">& electronic</a> on the late night highway.	380	1201021
37i9dQZF1DX2pprEpa9URZ	Orgánica	This is a deep tribal sound, combining electronic elements and organic instrumentation, stemming from the folk music of Africa, Latin America, and the Middle East.	60	535024
37i9dQZF1DX2VvACCrgjrt	Nasty Bits	Real nasty house. Cover: Dr. Fresch	100	340536
37i9dQZF1DX1tW4VlEfDSS	Groove Theory	A feel-good soulful house  and disco selection.	60	301009
37i9dQZF1DWUq3wF0JVtEy	Shuffle Syndrome	<a href="spotify:genre:edm_dance">Shuffle</a> your heart out. Cover: Bleu Clair	100	786783
37i9dQZF1DWYzMfRQj22Nd	Stepping Out	Taking the big steps with Drum & Bass.	284	277456
37i9dQZF1DX91oIci4su1D	Trance Mission	Setting sights on banging <a href="spotify:genre:trance_progressive">trance and progressive</a> with Cosmic Gate.	200	629063
37i9dQZF1DX1OIMC8iDi74	Trap Mojito	A cocktail of <a href="spotify:genre:edm_dance">electronic</a> trap and trap-influenced tracks. Featuring new music by Moore Kismet.	100	816510
37i9dQZF1DWSrVdvTl1tVY	UK House Music	Celebrating the biggest UK house bangers. Updated regularly. Cover: Ben Hemsley	80	692619
37i9dQZF1DWSRc3WJklgBs	Heart Beats	<a href="spotify:genre:edm_dance">Dance music</a> for the heart <3	230	1030494
37i9dQZF1DX5Q27plkaOQ3	Dubstep Don	All <a href="spotify:genre:bass">wobble</a>	125	958867
37i9dQZF1DX3FNkD0kDpDV	FISHER Guest List	<a href="spotify:artist:1VJ0briNOlXRtJUAzoUJdt">FISHER</a> is back and takes over this month's guest list!	50	666827
37i9dQZF1DX3XjJqhm9fqD	Haitian Heat	Celebrating Haitian music. Cover: Lakou Mizik & Joseph Ray	100	59623
37i9dQZF1DX7nGw3hwYw03	This Is Alesso	Essential Alesso originals and remixes.	51	140280
37i9dQZF1DWZUWZIwpqsT3	This Is Alok	Press play and let's dance with the biggest Brazilian DJ!	68	1544333
37i9dQZF1DWW3gTjSx5Dc7	This Is Axwell Λ Ingrosso	This is the essential Axwell Λ Ingrosso.	22	102066
37i9dQZF1DWY1XXKzcWtF3	This Is David Mancuso	NYC DJ, The Loft founder, and Dance legend David Mancuso passed on Nov 14 2016. This is a Tommie Sunshine, Spotify & Billboard Dance tribute. Without Mancuso there would be no Rave scene, no House Music, no festival culture. His legacy is vast; these are merely some of the classics born of The Loft.	205	29777
37i9dQZF1DX87JE1B72J6C	This Is deadmau5	The essential deadmau5 originals and remixes.	61	166240
37i9dQZF1DX94qaYRnkufr	This Is Martin Garrix	The essential tracks by the Dutch <a href="spotify:artist:60d24wfXkVzDSfLS6hyCjZ">DJ and producer</a>.	75	838661
37i9dQZF1DZ06evO3j5vfW	This Is Nicky Romero	This is Nicky Romero. The essential tracks, all in one playlist.	50	67364
37i9dQZF1DX2kvBlhyEkb6	This Is Tchaikovsky	A thorough introduction to the world of Tchaikovsky, including: dancing swans, brave nutcrackers, enchanted snow maidens and several exploding cannons.	61	178766
37i9dQZF1DX37CqNpZIOOZ	This Is Richard Strauss	Discover the music of Richard Strauss.	58	12871
37i9dQZF1DX5ZPNS2aXuN4	This Is Bartók	An introduction to the music of Bartok, Hungary's greatest composer.	60	10740
37i9dQZF1DX1tT8vLysk8r	This Is Prokofiev	An introduction to the best-loved works of Russian composer Sergei Prokofiev.	61	21337
37i9dQZF1DWSQeR9oTmnyj	This Is: John Williams	An introduction to <a href="spotify:user:spotify:playlist:37i9dQZF1DWXXW8bE6k5tq">John Williams'</a> soundtracks.	58	171883
37i9dQZF1DX5M3XSYkKZCl	This Is: Pavarotti	A 50-track introduction to Luciano Pavarotti, whose brilliant sound set the standard for operatic singing in the modern era. Including highlights from the operas of Verdi, Puccini, Donizetti and many more, plus Italian folk songs and pop crossover.	50	118047
37i9dQZF1DXaQQM8OxjxoC	This Is Brahms	Discover the music of Brahms.	59	60519
37i9dQZF1DX6Hln2awUHXX	This Is Wagner	An introduction to the thoroughly dramatic world of Richard Wagner, brimming with ancient legends and timeless love stories.	60	62950
37i9dQZF1DWVTUSNpU0pKJ	This Is Satie	Explore the surreal world of Satie, from serene Gymnopédies, to gothic dances and poetic songs.	60	84104
37i9dQZF1DWZhMbcax6CUd	This Is Ravel	Explore the great works of Maurice Ravel.	69	33529
37i9dQZF1DX30FdZ6jR5Gl	This Is Philip Glass	An introduction to American composer Philip Glass (b. 1937), whose hypnotic and powerful music has become part of our cultural soundtrack.	47	69649
37i9dQZF1DWTBNkoD4HmYd	This Is Vivaldi	A selection of highlights from Vivaldi's celebrated concertos and choral works, proving there's way more to this red-headed baroque legend than just The Four Seasons.	61	227855
37i9dQZF1DX93wmY669mVj	This Is Liszt	Explore the music of Franz Liszt.	61	55091
37i9dQZF1DWXnRw5VvmZDb	This Is Debussy	Inspired by the arts and his own vivid imagination, Debussy defined a new era of musical impressionism. Discover his dreamlike preludes, suites and songs right here.	61	133763
37i9dQZF1DWY3VlkBR4Jhb	This Is Schubert	The essential works of Franz Schubert.	60	74801
37i9dQZF1DWSL7w3snV7Gw	This Is: Glenn Gould	50 great tracks from 20th century's most celebrated piano genius. Beyond his iconic Bach recordings, you will also find his unique interpretation of Beethoven, Scriabin, Strauss, and many other composers from renaissance to modern age.	50	26652
37i9dQZF1DX9l01QzlK1Yo	This Is: London Symphony Orchestra	50 highlights from 50 symphonic masterpieces, including favourites selected by the <a href="spotify:artist:5yxyJsFanEAuwSM5kOuZKc">orchestra</a> themselves, from collaborations with principal and guest conductors across <a href="http://lso.co.uk/">LSO</a>'s century-long history, captured in state-of-the-art recording technology.	50	32356
37i9dQZF1DX16wERbfwQvR	This Is Haydn	Father of the symphony and string quartet, and teacher to both <a href="spotify:user:spotify:playlist:1tNvLjwgTtsZH8RlbK6Yib">Mozart</a> and <a href="spotify:user:spotify:playlist:4NPecrxm0zdPCIIzVTHUd9">Beethoven</a>. This is Haydn.	62	45102
37i9dQZF1DX12YIlzNkccL	This Is Beethoven	Explore Beethoven's great works in this essential playlist, featuring iconic recordings and special new releases.	82	466307
37i9dQZF1DX8qqIDAkKiQg	This Is Mozart	The essential works of Wolfgang Amadeus Mozart, featuring relaxing piano, soulful strings, a few magical operas, and plenty of legendary melodies.	64	689471
37i9dQZF1DX9ZP5oobcNgA	This Is Handel	Explore the essential works of Handel, including his Messiah, dozens of operas, oratorios, anthems, and instrumental favourites.	60	73855
37i9dQZF1DWZnzwzLBft6A	This Is Bach	He perfected counterpoint, set the bar for cello suites, and absolutely loved a curly white wig: JS Bach played a huge part in shaping all the classical music we enjoy today. Discover why, right here.	69	465264
37i9dQZF1DX0FIO61wizta	This Is Verdi	Verdi was the undisputed king of Italian opera in the 19th century. Explore his greatest works, including Rigoletto and La Traviata, right here.	60	42932
37i9dQZF1DWXN6CDDJDZSt	This Is Puccini	An introduction to Giacomo Puccini, one of the great Italian opera composers.	68	41669
37i9dQZF1DX0VplLa7NC0a	This Is Rossini	The greatest operatic and orchestral works of Rossini, featuring William Tell, The Barber of Seville and Cinderella.	60	17893
37i9dQZF1DX8hPJIYGSAc8	Classical Piazzolla	A 50-track introduction to Argentine nuevo tango composer Astor Piazzolla, featuring his own classic recordings, as well as interpretations by various <a href="http://open.spotify.com/genre/classical">classical</a> performers, including great Argentine pianists Argerich and Barenboim.	50	49896
37i9dQZF1DX5jgHoqkhgYj	This Is: Heitor Villa-Lobos	A 50-track introduction to the best-known South American composer of all time Heitor Villa-Lobos, who successfully combined Brazilian folk melody and rhythmic elements with Western classical music.	50	12752
37i9dQZF1DX1uiBEEB5wRG	Piano Transcriptions 50: Spotify Picks	Piano arrangements that help you to discover new nuances and sonorities in orchestral and chamber music masterpieces. Similar playlists: <a href="spotify:user:spotify:playlist:37i9dQZF1DWT5I7N7jmTai">Liszt Transcriptions</a> & <a href="spotify:user:spotify:playlist:37i9dQZF1DWWQxllNWdnsR">Orchestral Transcriptions</a>.	50	30206
37i9dQZF1DWV0gynK7G6pD	Classical New Releases	Updated every Friday with the very best <a href="spotify:genre:classical">classical</a> new releases. Cover: Raphaela Gromes	50	602324
37i9dQZF1DWUfMnnPBigKP	Symphony of the Winds	50 outstanding pieces from the repertoire of <a href="https://en.wikipedia.org/wiki/Concert_band">concert band</a> (also called wind ensemble, symphonic band or wind symphony). From cornerstone works by Dvořák, Stravinsky, Grainger to new classics by John Corigliano, David Maslanka, Eric Whitacre, and many more. Also follow: <a href="spotify:user:spotify:playlist:73OZGA9KbKCzhNe7FcCp17">brass band playlist</a>.	50	19148
37i9dQZF1DWXMEbgClM8hw	All About That Brass	A 50-track collection of the best brass band pieces in <a href="http://open.spotify.com/genre/classical">classical</a> music, from Fanfares For The Common Men, to dozens of brilliant 20/21 century works in the ever expanding repertoire. Also follow: <a href="spotify:user:spotify:playlist:28dKgWKUcZ6HKUmav0jQ1w">wind symphoy playlist</a>.	50	33991
37i9dQZF1DX0ynPp7KaiSY	Winter Classical	The best <a href="spotify:genre:classical">classical</a> pieces inspired by dancing snowflakes, or evoke images of winter landscapes. Enjoy the perfect soundtrack for a winter journey, or a quiet night's reading by the fireside. Other seasons: <a href="spotify:user:spotify:playlist:37i9dQZF1DWZm0IlR3JPVY">Spring</a>, <a href="spotify:user:spotify:playlist:37i9dQZF1DWYRUctuBGBo1">Summer</a>, <a href="spotify:user:spotify:playlist:37i9dQZF1DX2d2B80QbRDa">Autumn</a>.	50	39725
37i9dQZF1DWZm0IlR3JPVY	Spring Classical	Capture the spirit of springtime with these classical gems.	51	26337
37i9dQZF1DX7TvcXU5TLWg	Spotify Orchestra: Violin	100 renowned violinists play 100 works, from famous concertos of the <a href="spotify:user:spotify:playlist:2MyIZQgYryXiqViLOkeDCU">baroque</a>, classical and romantic era, to lesser known gems from 20/21st century. More playlist: <a href="spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA">Viola</a>, <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">Cello</a>, <a href="spotify:user:spotify:playlist:3SIYontohJmdGn2utiIb4E">Double Bass</a>.	100	106793
37i9dQZF1DWVQTBWd2FvK6	Spotify Orchestra: Viola	The burnished, golden sound of the viola could be almost as dark as the <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">cello</a>, or as lyrical as the <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">violin</a>. This collection features most renowned players of the instrument, and 50 great pieces in which viola plays a prominent role. Cover: <a href="spotify:artist:6x1iIq6sH6TPtCA5IJjA4x">Yuri Bashmet</a>.	50	15925
37i9dQZF1DWSPYCQqDPtY7	Spotify Orchestra: Double Bass	The double bass has the deepest voice among string instruments. Enjoy these 50 highlights from 50 pieces written for the contrabass (its other name), or feature it prominently. More playlists: <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">Violin</a>, <a href="spotify:user:spotify:playlist:4Y9zzMRm0OiPYgKOIX2VKA">Viola</a>, <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">Cello</a>. Cover: <a href="spotify:artist:7jkhwa4XMe9XSt1r0AWNqD">Edgar Meyer</a>.	50	9884
