playlist_id	playlist_name	playlist_description	playlist_num_tracks	playlist_num_followers
37i9dQZF1DX8MbMfAHb8U0	I Love My Neo-Soul	Classic Neo-Soul, the songs you love, from the artists you love. Cover: Jill Scott	95	200075
37i9dQZF1DXea80XwOJRgD	The Midnight Hour	Some heart and soul for those up late.	50	122500
37i9dQZF1DXdc0DUqaW3MZ	Soultronic	Soul, R'n'B all with a tinge of electronic goodness. Cover: Vegyn	70	244477
37i9dQZF1DXab8DipvnuNU	The Cookout	Essential tunes for time with the family.	57	342657
2k9EArKbf7N3QUmuNJHSo8	Intervju med Seinabo Sey	Stjärnskottet Seinabo Sey berättar historien bakom sin uppmärksammade debutsingel "Younger", och presenterar den nya versionen av låten som släpps exklusivt på Spotify.	3	7
5sk53m6HgZorO1RDUkaiIZ	The official Bråvalla Festival playlist 2017	All confirmed artists at the Bråvalla Festival 2017! June 28th - July 1st, Norrköping, Sweden. <a href="http://www.bravallafestival.se/">www.bravallafestival.se</a>	159	8349
73boXMJz9iBoXxQVFZ94r5	International Playboy	If you travel the world and the seven seas, cashing six figure checks in all currencies, this playlist is a perfect companion for that business class seat or limo ride...	23	18480
2y74Ha0ztRUcIYmqITh0D4	National Blood Week		25	17
1k9jG0FUp7BcrAF1MZSabO	Most Listened To British Dads on Spotify		20	28
37i9dQZF1DX2L0iB23Enbq	Viral Hits	Viral, trending and taking off.	101	1801613
37i9dQZF1DWVmps5U8gHNv	Essential Folk	A collection of classics from the height of the folk revival to the rise of the folk rock era. Cover: <a href="spotify:artist:74ASZWbe4lXaubB36ztrGX">Bob Dylan</a>	117	540353
37i9dQZF1DX3WvGXE8FqYX	Women of Pop	Kick back with the queens of pop.	70	2185426
5ji4GZJpll6twskFvKxiHx	dw-c		50	14
40VxbK9NqccdUDUpiUXmbp	dw_g		30	8
0RTz1jFo5BXGPfI8eVf8sj	Top Shower Songs		100	57
4lgseztVwmKQ8MNETPVIny	foodora dinner playlist		25	151
